cust_id,call_date,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome
cust_000339,2019-01-06,28,admin,single,secondary,no,551,no,yes,cellular,8,jul,1,-1,0,unknown
cust_000352,2019-02-06,29,blue_collar,single,primary,no,170,yes,no,cellular,8,jul,1,-1,0,unknown
cust_000355,2018-08-12,27,management,single,tertiary,no,136,no,yes,cellular,8,jul,1,-1,0,unknown
cust_000359,2018-10-02,28,blue_collar,single,secondary,no,476,no,no,cellular,8,jul,1,-1,0,unknown
cust_000362,2018-06-24,31,management,single,tertiary,no,296,no,yes,cellular,8,jul,4,-1,0,unknown
cust_000363,2018-08-06,39,admin,single,secondary,no,1661,no,yes,cellular,8,jul,1,-1,0,unknown
cust_000368,2019-04-11,34,technician,divorced,secondary,no,-133,yes,no,cellular,8,jul,1,-1,0,unknown
cust_000369,2018-10-05,32,technician,married,secondary,no,2,yes,yes,cellular,8,jul,1,-1,0,unknown
cust_000375,2019-01-03,34,self_employed,married,tertiary,no,191,no,no,cellular,8,jul,1,-1,0,unknown
cust_000376,2018-06-29,45,blue_collar,married,secondary,yes,-605,yes,no,telephone,8,jul,5,-1,0,unknown
cust_000389,2019-02-04,29,services,single,secondary,no,1274,no,no,cellular,8,jul,1,-1,0,unknown
cust_000394,2018-08-24,28,unemployed,married,secondary,no,455,no,no,cellular,8,jul,1,-1,0,unknown
cust_000398,2018-06-06,33,entrepreneur,married,secondary,yes,-54,no,yes,cellular,8,jul,1,-1,0,unknown
cust_000411,2019-03-20,25,technician,single,secondary,no,0,no,yes,cellular,8,jul,1,-1,0,unknown
cust_000417,2018-09-17,26,services,single,secondary,no,-90,no,yes,cellular,8,jul,1,-1,0,unknown
cust_000419,2018-05-19,48,management,single,secondary,no,1106,no,yes,cellular,8,jul,1,-1,0,unknown
cust_000420,2019-02-05,59,services,divorced,secondary,no,136,no,yes,telephone,8,jul,1,-1,0,unknown
cust_000426,2018-09-03,41,admin,single,secondary,no,26,no,no,cellular,8,jul,1,-1,0,unknown
cust_000448,2018-11-08,42,management,married,tertiary,no,478,no,yes,cellular,8,jul,1,-1,0,unknown
cust_000449,2018-07-30,44,technician,divorced,secondary,no,26,no,no,telephone,8,jul,1,-1,0,unknown
cust_000453,2019-03-22,31,self_employed,married,secondary,no,731,no,yes,cellular,8,jul,1,-1,0,unknown
cust_000473,2018-06-06,35,self_employed,married,tertiary,yes,28,no,yes,cellular,8,jul,1,-1,0,unknown
cust_000481,2018-08-13,33,services,single,secondary,no,0,no,no,cellular,8,jul,2,-1,0,unknown
cust_000490,2018-05-18,36,unemployed,married,secondary,no,356,no,no,cellular,8,jul,1,-1,0,unknown
cust_000498,2018-10-02,45,admin,married,secondary,no,3493,yes,no,cellular,8,jul,1,-1,0,unknown
cust_000502,2018-12-21,36,unemployed,divorced,secondary,no,5,yes,no,cellular,8,jul,1,-1,0,unknown
cust_000511,2018-05-13,47,technician,married,secondary,no,0,yes,no,cellular,8,jul,1,-1,0,unknown
cust_000517,2018-05-19,38,housemaid,married,secondary,no,1508,no,yes,cellular,8,jul,2,-1,0,unknown
cust_000520,2018-10-30,29,services,single,secondary,no,-32,no,yes,cellular,8,jul,1,-1,0,unknown
cust_000521,2019-04-13,37,blue_collar,divorced,secondary,no,277,no,yes,cellular,8,jul,2,-1,0,unknown
cust_000529,2018-07-06,28,admin,single,secondary,no,-126,no,yes,cellular,8,jul,4,-1,0,unknown
cust_000531,2018-10-24,45,technician,divorced,secondary,no,146,no,no,cellular,8,jul,1,-1,0,unknown
cust_000535,2018-05-13,54,blue_collar,married,secondary,no,1063,no,yes,cellular,8,jul,3,-1,0,unknown
cust_000536,2019-04-11,34,admin,married,tertiary,no,434,no,no,cellular,8,jul,3,-1,0,unknown
cust_000537,2019-04-11,27,self_employed,single,tertiary,no,108,no,yes,cellular,8,jul,2,-1,0,unknown
cust_000539,2019-01-02,38,blue_collar,single,secondary,no,10,no,no,cellular,8,jul,3,-1,0,unknown
cust_000540,2019-02-28,52,technician,married,secondary,no,3554,no,yes,cellular,8,jul,1,-1,0,unknown
cust_000544,2018-08-11,35,admin,single,secondary,no,57,no,yes,cellular,8,jul,2,-1,0,unknown
cust_000552,2019-01-05,30,blue_collar,married,primary,no,307,yes,yes,cellular,8,jul,2,-1,0,unknown
cust_000561,2019-03-24,31,blue_collar,single,primary,no,485,no,yes,cellular,8,jul,2,-1,0,unknown
cust_000566,2019-03-02,45,blue_collar,single,tertiary,no,-243,no,yes,cellular,8,jul,2,-1,0,unknown
cust_000579,2018-06-10,59,retired,married,primary,no,468,yes,no,telephone,8,jul,1,-1,0,unknown
cust_000584,2019-01-02,29,management,single,tertiary,no,640,no,no,cellular,8,jul,2,-1,0,unknown
cust_000586,2019-04-04,26,admin,single,secondary,no,102,no,yes,cellular,8,jul,2,-1,0,unknown
cust_000603,2018-05-15,27,services,married,secondary,no,202,yes,no,telephone,8,jul,2,-1,0,unknown
cust_000612,2018-12-13,30,services,single,secondary,no,245,no,yes,cellular,8,jul,2,-1,0,unknown
cust_000615,2019-01-21,27,services,single,secondary,no,-151,no,no,cellular,8,jul,2,-1,0,unknown
cust_000618,2019-03-11,42,services,married,secondary,no,-1,yes,no,cellular,8,jul,2,-1,0,unknown
cust_000622,2019-02-17,44,self_employed,married,secondary,no,5068,no,no,cellular,8,jul,2,-1,0,unknown
cust_000637,2019-03-07,43,technician,married,secondary,no,48,yes,no,cellular,8,jul,1,-1,0,unknown
cust_000641,2018-08-02,34,admin,divorced,secondary,no,145,no,no,cellular,8,jul,5,-1,0,unknown
cust_000643,2018-07-04,32,blue_collar,single,secondary,no,123,yes,no,cellular,8,jul,4,-1,0,unknown
cust_000644,2018-08-21,30,blue_collar,married,primary,no,374,yes,no,cellular,8,jul,2,-1,0,unknown
cust_000645,2018-11-27,47,blue_collar,married,secondary,no,125,no,no,cellular,8,jul,2,-1,0,unknown
cust_000655,2018-07-25,43,management,divorced,tertiary,no,0,no,no,cellular,9,jul,1,-1,0,unknown
cust_000656,2018-08-28,58,retired,married,tertiary,no,941,no,yes,cellular,9,jul,1,-1,0,unknown
cust_000657,2018-10-20,34,blue_collar,married,secondary,yes,1,yes,no,cellular,9,jul,1,-1,0,unknown
cust_000659,2018-08-16,38,blue_collar,married,secondary,no,121,yes,yes,cellular,9,jul,2,-1,0,unknown
cust_000662,2018-06-12,44,management,married,tertiary,no,773,no,yes,cellular,9,jul,1,-1,0,unknown
cust_000663,2019-04-29,47,services,married,secondary,no,0,yes,no,telephone,9,jul,1,-1,0,unknown
cust_000665,2019-04-22,41,technician,married,secondary,no,112,yes,no,cellular,9,jul,1,-1,0,unknown
cust_000675,2018-09-02,26,unemployed,single,secondary,no,111,no,no,cellular,9,jul,1,-1,0,unknown
cust_000677,2019-03-19,35,services,married,secondary,no,0,no,yes,telephone,9,jul,1,-1,0,unknown
cust_000682,2019-04-19,35,admin,married,secondary,no,332,no,no,cellular,9,jul,2,-1,0,unknown
cust_000686,2018-12-11,39,entrepreneur,married,tertiary,no,628,yes,no,cellular,9,jul,1,-1,0,unknown
cust_000696,2018-11-24,45,management,divorced,tertiary,no,702,no,yes,cellular,9,jul,1,-1,0,unknown
cust_000700,2018-12-15,51,self_employed,married,secondary,no,-201,no,yes,cellular,9,jul,2,-1,0,unknown
cust_000703,2019-04-08,44,technician,married,secondary,no,266,yes,no,cellular,9,jul,1,-1,0,unknown
cust_000704,2018-08-28,49,admin,married,secondary,no,167,no,yes,cellular,9,jul,1,-1,0,unknown
cust_000705,2018-10-12,26,services,married,secondary,no,25,no,no,cellular,9,jul,1,-1,0,unknown
cust_000706,2018-06-06,45,blue_collar,single,secondary,no,-100,yes,no,cellular,9,jul,1,-1,0,unknown
cust_000709,2018-11-06,50,self_employed,married,secondary,no,38,yes,no,cellular,9,jul,1,-1,0,unknown
cust_000730,2019-03-18,33,management,single,tertiary,no,191,no,yes,telephone,9,jul,1,-1,0,unknown
cust_000760,2018-11-10,34,admin,married,secondary,no,0,yes,yes,cellular,9,jul,1,-1,0,unknown
cust_000761,2019-03-21,54,self_employed,married,primary,no,0,no,yes,telephone,9,jul,2,-1,0,unknown
cust_000762,2018-09-24,48,technician,married,secondary,no,-205,yes,yes,cellular,9,jul,1,-1,0,unknown
cust_000774,2018-10-31,44,technician,married,secondary,no,381,yes,no,cellular,9,jul,1,-1,0,unknown
cust_000776,2018-05-25,45,management,married,tertiary,no,4693,no,yes,cellular,9,jul,2,-1,0,unknown
cust_000782,2018-08-08,29,admin,divorced,tertiary,yes,0,no,yes,cellular,9,jul,3,-1,0,unknown
cust_000788,2019-01-11,45,technician,married,secondary,no,1028,yes,no,cellular,9,jul,1,-1,0,unknown
cust_000789,2018-10-19,57,technician,married,secondary,no,323,yes,no,telephone,9,jul,1,-1,0,unknown
cust_000794,2018-10-01,57,self_employed,married,secondary,no,65,no,yes,cellular,9,jul,1,-1,0,unknown
cust_000803,2019-04-24,46,technician,married,secondary,yes,4,no,yes,cellular,9,jul,1,-1,0,unknown
cust_000810,2018-10-03,39,blue_collar,married,secondary,no,750,yes,yes,cellular,9,jul,1,-1,0,unknown
cust_000811,2019-02-28,39,technician,single,secondary,no,4380,no,no,telephone,9,jul,8,-1,0,unknown
cust_000816,2018-07-06,57,admin,married,primary,no,389,no,no,cellular,9,jul,2,-1,0,unknown
cust_000817,2018-08-15,45,admin,married,secondary,no,1097,yes,yes,cellular,9,jul,1,-1,0,unknown
cust_000822,2018-05-15,46,management,married,tertiary,no,375,no,no,cellular,9,jul,1,-1,0,unknown
cust_000830,2018-07-12,33,entrepreneur,married,tertiary,no,127,no,yes,cellular,9,jul,1,-1,0,unknown
cust_000846,2018-06-15,45,admin,divorced,secondary,no,-288,no,yes,cellular,9,jul,2,-1,0,unknown
cust_000862,2019-03-24,56,technician,married,secondary,no,778,no,no,cellular,9,jul,1,-1,0,unknown
cust_000863,2018-11-28,56,retired,married,secondary,no,343,no,yes,cellular,9,jul,1,-1,0,unknown
cust_000865,2019-03-28,49,management,married,tertiary,no,0,no,no,cellular,9,jul,1,-1,0,unknown
cust_000882,2018-05-18,37,admin,single,secondary,no,0,no,no,cellular,9,jul,6,-1,0,unknown
cust_000889,2018-08-08,45,technician,married,secondary,no,0,yes,yes,telephone,9,jul,1,-1,0,unknown
cust_000890,2019-03-15,27,blue_collar,single,primary,no,0,no,yes,cellular,9,jul,2,-1,0,unknown
cust_000891,2018-05-24,33,blue_collar,single,primary,no,0,no,no,telephone,9,jul,1,-1,0,unknown
cust_000894,2018-08-07,50,admin,married,primary,no,-75,no,yes,telephone,9,jul,7,-1,0,unknown
cust_000897,2019-04-05,41,entrepreneur,married,secondary,no,1249,yes,no,cellular,9,jul,1,-1,0,unknown
cust_000900,2019-01-04,37,technician,married,tertiary,no,512,no,no,cellular,9,jul,4,-1,0,unknown
cust_000911,2018-10-12,52,admin,married,secondary,no,0,no,yes,telephone,9,jul,1,-1,0,unknown
cust_000913,2018-09-16,50,management,married,tertiary,no,0,no,no,cellular,9,jul,5,-1,0,unknown
cust_000915,2018-10-08,58,housemaid,married,primary,no,0,yes,no,telephone,9,jul,1,-1,0,unknown
cust_000916,2018-11-19,52,retired,married,tertiary,no,350,no,yes,cellular,9,jul,1,-1,0,unknown
cust_000917,2018-08-18,56,management,married,tertiary,no,318,no,yes,telephone,9,jul,3,-1,0,unknown
cust_000918,2019-04-21,31,blue_collar,married,primary,no,498,yes,yes,cellular,9,jul,2,-1,0,unknown
cust_000920,2018-10-09,32,management,married,tertiary,no,794,yes,yes,cellular,9,jul,1,-1,0,unknown
cust_000936,2018-10-15,27,unemployed,single,primary,no,9,no,yes,cellular,9,jul,2,-1,0,unknown
cust_000937,2019-01-27,33,blue_collar,married,primary,yes,2,yes,yes,cellular,9,jul,1,-1,0,unknown
cust_000944,2018-05-13,34,blue_collar,married,primary,no,-319,yes,yes,cellular,9,jul,4,-1,0,unknown
cust_000963,2018-09-16,29,management,married,tertiary,no,55,yes,no,cellular,10,jul,1,-1,0,unknown
cust_000969,2019-03-12,42,self_employed,married,secondary,no,97,no,no,cellular,10,jul,2,-1,0,unknown
cust_000971,2019-03-14,26,blue_collar,single,secondary,no,-29,yes,no,cellular,10,jul,4,-1,0,unknown
cust_000979,2018-11-10,56,retired,married,secondary,no,289,no,no,cellular,10,jul,1,-1,0,unknown
cust_000981,2018-07-17,53,technician,married,secondary,no,768,yes,no,cellular,10,jul,1,-1,0,unknown
cust_000994,2018-11-06,47,management,married,secondary,no,894,yes,no,cellular,10,jul,1,-1,0,unknown
cust_001005,2019-04-14,33,admin,married,tertiary,no,55,yes,no,cellular,10,jul,1,-1,0,unknown
cust_001011,2018-07-23,38,technician,married,secondary,no,-475,yes,no,cellular,10,jul,1,-1,0,unknown
cust_001012,2018-06-30,59,management,married,secondary,no,32,no,no,telephone,10,jul,1,-1,0,unknown
cust_001013,2018-12-24,60,technician,married,secondary,no,594,no,no,cellular,10,jul,1,-1,0,unknown
cust_001022,2019-02-01,41,technician,married,secondary,no,-215,no,yes,cellular,10,jul,1,-1,0,unknown
cust_001027,2018-11-02,31,services,married,primary,no,46,no,no,cellular,10,jul,1,-1,0,unknown
cust_001037,2018-10-24,30,technician,single,tertiary,no,91,yes,yes,cellular,10,jul,1,-1,0,unknown
cust_001039,2019-01-18,42,blue_collar,divorced,secondary,no,898,yes,no,cellular,10,jul,1,-1,0,unknown
cust_001045,2018-11-10,59,admin,married,secondary,no,0,yes,no,cellular,10,jul,1,-1,0,unknown
cust_001047,2018-12-15,29,technician,single,secondary,yes,-33,no,yes,cellular,10,jul,1,-1,0,unknown
cust_001048,2019-01-22,39,blue_collar,married,primary,no,521,no,yes,cellular,10,jul,1,-1,0,unknown
cust_001058,2019-01-29,50,blue_collar,divorced,primary,no,-10,no,yes,cellular,10,jul,6,-1,0,unknown
cust_001063,2018-07-25,57,retired,married,tertiary,no,29,no,no,telephone,10,jul,2,-1,0,unknown
cust_001070,2019-01-15,27,blue_collar,single,secondary,no,48,no,no,cellular,10,jul,6,-1,0,unknown
cust_001071,2018-05-21,56,admin,divorced,primary,no,0,no,yes,cellular,10,jul,1,-1,0,unknown
cust_001073,2018-11-07,41,blue_collar,married,secondary,no,393,yes,yes,cellular,10,jul,1,-1,0,unknown
cust_001091,2018-09-10,40,blue_collar,married,secondary,no,2158,no,no,cellular,10,jul,1,-1,0,unknown
cust_001093,2018-07-08,37,entrepreneur,married,tertiary,no,227,yes,no,cellular,10,jul,1,-1,0,unknown
cust_001095,2018-11-28,42,entrepreneur,divorced,tertiary,no,367,yes,no,cellular,10,jul,1,-1,0,unknown
cust_001106,2018-07-05,34,blue_collar,single,secondary,no,0,yes,no,cellular,10,jul,1,-1,0,unknown
cust_001107,2018-05-26,34,self_employed,married,tertiary,no,870,no,no,cellular,10,jul,1,-1,0,unknown
cust_001109,2019-01-09,39,technician,single,secondary,no,3,yes,yes,cellular,10,jul,9,-1,0,unknown
cust_001110,2019-02-26,37,housemaid,married,primary,no,166,yes,no,cellular,10,jul,1,-1,0,unknown
cust_001116,2018-08-08,33,blue_collar,married,secondary,no,1786,no,no,cellular,10,jul,1,-1,0,unknown
cust_001121,2018-08-03,31,blue_collar,married,primary,no,2,yes,yes,cellular,10,jul,1,-1,0,unknown
cust_001123,2018-12-02,58,self_employed,married,secondary,no,9994,no,no,cellular,10,jul,1,-1,0,unknown
cust_001126,2019-04-27,29,self_employed,single,secondary,no,1186,no,no,cellular,10,jul,1,-1,0,unknown
cust_001132,2019-04-05,57,housemaid,married,secondary,no,158,yes,no,telephone,10,jul,1,-1,0,unknown
cust_001137,2018-10-22,53,retired,married,primary,no,61,no,yes,cellular,10,jul,1,-1,0,unknown
cust_001139,2019-03-04,44,technician,married,secondary,no,2316,yes,no,cellular,10,jul,3,-1,0,unknown
cust_001143,2019-02-23,35,services,divorced,secondary,no,-504,no,no,cellular,10,jul,1,-1,0,unknown
cust_001149,2018-10-03,36,admin,married,secondary,no,786,yes,yes,cellular,10,jul,1,-1,0,unknown
cust_001150,2018-06-26,53,blue_collar,married,secondary,no,684,yes,yes,cellular,10,jul,1,-1,0,unknown
cust_001154,2018-10-03,32,blue_collar,married,secondary,no,0,no,no,cellular,10,jul,1,-1,0,unknown
cust_001158,2019-04-02,37,blue_collar,divorced,secondary,yes,-54,yes,no,cellular,10,jul,6,-1,0,unknown
cust_001164,2018-08-10,57,admin,divorced,secondary,no,658,no,no,cellular,10,jul,1,-1,0,unknown
cust_001167,2019-03-02,28,blue_collar,single,secondary,no,339,yes,no,cellular,10,jul,1,-1,0,unknown
cust_001170,2018-11-17,34,management,single,tertiary,no,1171,yes,no,cellular,10,jul,1,-1,0,unknown
cust_001174,2018-10-22,49,retired,married,primary,no,192,no,no,cellular,10,jul,1,-1,0,unknown
cust_001175,2019-02-09,37,housemaid,single,primary,no,199,yes,no,cellular,10,jul,1,-1,0,unknown
cust_001181,2018-08-04,41,entrepreneur,divorced,tertiary,no,958,no,no,cellular,10,jul,1,-1,0,unknown
cust_001183,2018-11-14,44,admin,single,secondary,no,-101,yes,no,cellular,10,jul,1,-1,0,unknown
cust_001186,2018-05-18,49,blue_collar,married,secondary,no,0,no,yes,telephone,10,jul,2,-1,0,unknown
cust_001194,2018-09-02,29,blue_collar,single,secondary,no,8079,no,yes,cellular,10,jul,1,-1,0,unknown
cust_001220,2019-04-30,33,blue_collar,married,secondary,no,66,no,no,cellular,10,jul,1,-1,0,unknown
cust_001222,2018-10-24,58,blue_collar,married,secondary,no,556,no,yes,telephone,10,jul,4,-1,0,unknown
cust_001235,2019-04-26,40,services,married,primary,no,352,yes,no,cellular,10,jul,1,-1,0,unknown
cust_001236,2018-12-08,41,blue_collar,married,primary,no,372,yes,no,telephone,11,jul,1,-1,0,unknown
cust_001242,2018-07-15,44,management,married,tertiary,no,756,yes,no,cellular,11,jul,2,-1,0,unknown
cust_001249,2019-01-04,26,management,married,tertiary,no,17,no,yes,cellular,11,jul,1,-1,0,unknown
cust_001252,2018-12-07,51,management,divorced,tertiary,no,1988,yes,no,cellular,11,jul,1,-1,0,unknown
cust_001258,2019-02-08,27,services,single,secondary,no,70,yes,no,cellular,11,jul,1,-1,0,unknown
cust_001267,2019-02-13,37,blue_collar,single,secondary,no,1672,yes,no,cellular,11,jul,1,-1,0,unknown
cust_001269,2018-10-05,34,blue_collar,married,primary,no,479,no,no,cellular,11,jul,1,-1,0,unknown
cust_001280,2019-01-23,38,technician,married,secondary,no,114,no,no,cellular,11,jul,3,-1,0,unknown
cust_001283,2019-01-27,26,admin,single,primary,no,528,yes,yes,cellular,11,jul,2,-1,0,unknown
cust_001286,2018-07-31,27,entrepreneur,single,tertiary,no,6,no,no,cellular,11,jul,2,-1,0,unknown
cust_001294,2018-09-05,60,services,divorced,primary,no,58,no,yes,cellular,11,jul,2,-1,0,unknown
cust_001295,2018-06-15,42,services,married,secondary,no,128,no,no,cellular,11,jul,2,-1,0,unknown
cust_001305,2019-03-08,37,technician,married,secondary,no,0,yes,no,cellular,11,jul,2,-1,0,unknown
cust_001310,2018-08-10,34,housemaid,divorced,primary,no,46,yes,no,telephone,11,jul,2,-1,0,unknown
