cust_000540,2019-02-28,no
cust_000544,2018-08-11,no
cust_000552,2019-01-05,no
cust_000561,2019-03-24,no
cust_000566,2019-03-02,no
cust_000579,2018-06-10,no
cust_000584,2019-01-02,no
cust_000586,2019-04-04,yes
cust_000603,2018-05-15,no
cust_000612,2018-12-13,no
cust_000615,2019-01-21,no
cust_000618,2019-03-11,no
cust_000622,2019-02-17,no
cust_000637,2019-03-07,no
cust_000641,2018-08-02,no
cust_000643,2018-07-04,no
cust_000644,2018-08-21,no
cust_000645,2018-11-27,no
cust_000655,2018-07-25,no
cust_000656,2018-08-28,no
cust_000657,2018-10-20,no
cust_000659,2018-08-16,no
cust_000662,2018-06-12,no
cust_000663,2019-04-29,no
cust_000665,2019-04-22,no
cust_000675,2018-09-02,yes
cust_000677,2019-03-19,no
cust_000682,2019-04-19,no
cust_000686,2018-12-11,no
cust_000696,2018-11-24,no
cust_000700,2018-12-15,no
cust_000703,2019-04-08,no
cust_000704,2018-08-28,no
cust_000705,2018-10-12,no
cust_000706,2018-06-06,no
cust_000709,2018-11-06,no
cust_000730,2019-03-18,no
cust_000760,2018-11-10,no
cust_000761,2019-03-21,no
cust_000762,2018-09-24,no
cust_000774,2018-10-31,no
cust_000776,2018-05-25,no
cust_000782,2018-08-08,yes
cust_000788,2019-01-11,no
cust_000789,2018-10-19,no
cust_000794,2018-10-01,no
cust_000803,2019-04-24,no
cust_000810,2018-10-03,no
cust_000811,2019-02-28,no
cust_000816,2018-07-06,no
cust_000817,2018-08-15,no
cust_000822,2018-05-15,no
cust_000830,2018-07-12,no
cust_000846,2018-06-15,no
cust_000862,2019-03-24,no
cust_000863,2018-11-28,no
cust_000865,2019-03-28,no
cust_000882,2018-05-18,no
cust_000889,2018-08-08,no
cust_000890,2019-03-15,no
cust_000891,2018-05-24,no
cust_000894,2018-08-07,no
cust_000897,2019-04-05,no
cust_000900,2019-01-04,no
cust_000911,2018-10-12,no
cust_000913,2018-09-16,no
cust_000915,2018-10-08,no
cust_000916,2018-11-19,no
cust_000917,2018-08-18,no
cust_000918,2019-04-21,no
cust_000920,2018-10-09,yes
cust_000936,2018-10-15,yes
cust_000937,2019-01-27,no
cust_000944,2018-05-13,no
cust_000963,2018-09-16,no
cust_000969,2019-03-12,no
cust_000971,2019-03-14,yes
cust_000979,2018-11-10,no
cust_000981,2018-07-17,no
cust_000994,2018-11-06,no
cust_001005,2019-04-14,no
cust_001011,2018-07-23,no
cust_001012,2018-06-30,no
cust_001013,2018-12-24,no
cust_001022,2019-02-01,no
cust_001027,2018-11-02,no
cust_001037,2018-10-24,no
cust_001039,2019-01-18,no
cust_001045,2018-11-10,yes
cust_001047,2018-12-15,no
cust_001048,2019-01-22,no
cust_001058,2019-01-29,no
cust_001063,2018-07-25,no
cust_001070,2019-01-15,no
cust_001071,2018-05-21,no
cust_001073,2018-11-07,no
cust_001091,2018-09-10,no
cust_001093,2018-07-08,no
cust_001095,2018-11-28,no
cust_001106,2018-07-05,no
cust_001107,2018-05-26,no
cust_001109,2019-01-09,no
cust_001110,2019-02-26,no
cust_001116,2018-08-08,no
cust_001121,2018-08-03,no
cust_001123,2018-12-02,no
cust_001126,2019-04-27,no
cust_001132,2019-04-05,no
cust_001137,2018-10-22,no
cust_001139,2019-03-04,no
cust_001143,2019-02-23,no
cust_001149,2018-10-03,no
cust_001150,2018-06-26,no
cust_001154,2018-10-03,no
cust_001158,2019-04-02,no
cust_001164,2018-08-10,yes
cust_001167,2019-03-02,no
cust_001170,2018-11-17,no
cust_001174,2018-10-22,no
cust_001175,2019-02-09,no
cust_001181,2018-08-04,no
cust_001183,2018-11-14,no
cust_001186,2018-05-18,no
cust_001194,2018-09-02,no
cust_001220,2019-04-30,no
cust_001222,2018-10-24,no
cust_001235,2019-04-26,no
cust_001236,2018-12-08,no
cust_001242,2018-07-15,no
cust_001249,2019-01-04,no
cust_001252,2018-12-07,no
cust_001258,2019-02-08,no
cust_001267,2019-02-13,no
cust_001269,2018-10-05,no
cust_001280,2019-01-23,no
cust_001283,2019-01-27,no
cust_001286,2018-07-31,no
cust_001294,2018-09-05,no
cust_001295,2018-06-15,no
cust_001305,2019-03-08,no
cust_001310,2018-08-10,no
cust_001323,2018-10-21,no
cust_001345,2018-10-19,no
cust_001346,2019-03-12,no
cust_001349,2019-04-19,no
cust_001350,2019-04-17,no
cust_001356,2018-11-26,no
cust_001358,2018-07-07,no
cust_001363,2019-02-15,no
cust_001368,2018-11-09,no
cust_001378,2018-09-24,no
cust_001381,2018-07-30,no
cust_001383,2018-07-23,no
cust_001388,2019-04-02,no
cust_001389,2019-05-05,no
cust_001399,2018-10-14,no
cust_001404,2018-07-09,no
cust_001407,2018-06-23,no
cust_001411,2019-01-24,no
cust_001413,2018-07-07,no
cust_001420,2019-03-23,no
cust_001429,2019-03-08,no
cust_001434,2018-06-30,no
cust_001437,2018-07-24,no
cust_001438,2018-10-23,no
cust_001440,2018-12-23,no
cust_001445,2018-11-23,no
cust_001447,2018-09-15,no
cust_001454,2018-10-13,no
cust_001461,2018-11-21,no
cust_001465,2019-02-28,no
cust_001469,2018-08-04,no
cust_001490,2018-07-22,no
cust_001504,2018-09-14,no
cust_001510,2018-10-30,no
cust_001513,2018-07-26,no
cust_001515,2018-09-17,no
cust_001516,2018-08-08,no
cust_001523,2018-08-25,no
cust_001529,2018-07-05,no
cust_001531,2018-09-17,no
cust_001539,2018-06-03,no
cust_001547,2018-10-15,no
cust_001552,2019-01-09,no
cust_001554,2018-12-14,no
cust_001556,2018-10-09,no
cust_001562,2019-01-31,no
cust_001576,2018-06-09,no
cust_001579,2019-05-07,no
cust_001587,2018-10-11,no
cust_001588,2018-07-23,no
cust_001594,2018-09-28,no
cust_001605,2018-12-03,no
cust_001606,2019-02-28,no
cust_001607,2019-02-05,no
cust_001610,2018-08-06,no
cust_001619,2019-02-05,no
cust_001625,2019-03-20,no
cust_001629,2019-01-06,no
cust_001633,2018-07-01,no
cust_001636,2019-03-26,no
cust_001638,2019-04-26,no
cust_001639,2018-10-14,no
cust_001647,2018-09-12,no
cust_001651,2018-08-23,no
cust_001653,2018-05-14,no
cust_001655,2018-07-13,no
cust_001661,2018-08-07,no
cust_001668,2018-12-01,no
cust_001673,2019-04-06,no
cust_001679,2018-12-03,no
cust_001681,2018-12-01,no
cust_001682,2019-01-26,no
cust_001692,2018-09-22,no
cust_001696,2019-04-09,no
cust_001707,2019-04-27,no
cust_001708,2018-12-22,no
cust_001711,2019-01-06,no
cust_001721,2019-04-13,no
cust_001723,2018-11-08,no
cust_001724,2019-01-18,no
cust_001726,2018-12-06,no
cust_001728,2019-02-10,no
cust_001733,2018-07-12,no
cust_001742,2018-10-19,yes
cust_001749,2019-04-20,yes
cust_001753,2018-10-21,no
cust_001761,2018-07-27,no
cust_001768,2019-02-04,no
cust_001772,2019-02-28,no
cust_001780,2018-07-16,no
cust_001807,2019-04-30,no
cust_001820,2019-02-23,yes
cust_001824,2019-02-08,no
cust_001838,2019-05-06,no
cust_001847,2019-01-07,no
cust_001848,2018-05-16,no
cust_001850,2018-07-12,no
cust_001866,2019-02-15,no
cust_001873,2018-08-13,no
cust_001893,2018-12-05,no
cust_001896,2019-05-09,no
cust_001903,2018-10-09,no
cust_001905,2019-02-05,no
cust_001911,2018-09-26,no
cust_001913,2019-05-10,yes
cust_001922,2018-07-04,no
cust_001927,2018-06-21,yes
cust_001938,2018-08-02,no
cust_001940,2018-12-17,no
cust_001944,2018-09-14,no
cust_001945,2018-10-08,no
cust_001948,2018-08-11,no
cust_001949,2019-03-12,no
cust_001958,2019-01-17,no
cust_001964,2018-06-28,no
cust_001967,2018-05-25,no
cust_001969,2018-08-29,no
cust_001973,2019-04-16,no
cust_001980,2018-12-16,yes
cust_001986,2019-04-14,no
cust_001997,2019-03-22,no
cust_002007,2018-07-10,no
cust_002012,2018-08-30,yes
cust_002015,2019-05-02,no
cust_002017,2018-07-27,no
cust_002019,2018-07-13,no
cust_002021,2018-11-20,no
cust_002022,2019-01-25,no
cust_002031,2018-08-25,no
cust_002032,2018-12-08,no
cust_002034,2018-11-20,no
cust_002039,2018-12-25,no
cust_002044,2018-12-18,no
cust_002046,2019-02-28,no
cust_002062,2018-08-25,no
cust_002063,2019-01-12,yes
cust_002068,2019-01-29,no
cust_002081,2019-03-21,no
cust_002088,2018-05-19,yes
cust_002100,2018-07-02,no
cust_002105,2018-05-22,no
cust_002108,2018-11-30,no
cust_002112,2019-01-18,no
cust_002115,2018-07-07,no
cust_002118,2019-04-27,no
cust_002123,2019-03-03,no
cust_002126,2019-01-10,no
cust_002129,2018-12-11,no
cust_002131,2018-09-06,no
cust_002136,2018-11-01,no
cust_002138,2019-03-27,no
cust_002153,2018-10-21,no
cust_002155,2018-07-29,no
cust_002163,2018-09-30,no
cust_002170,2018-08-14,no
cust_002177,2018-05-12,no
cust_002190,2018-11-18,no
cust_002192,2019-01-22,no
cust_002193,2019-02-24,no
cust_002195,2018-12-16,no
cust_002196,2018-12-18,no
cust_002198,2018-07-14,no
cust_002201,2019-01-22,no
cust_002205,2018-11-05,no
cust_002208,2019-02-04,no
cust_002217,2018-09-20,no
cust_002231,2019-04-17,no
cust_002234,2019-02-28,no
cust_002236,2019-03-08,yes
cust_002238,2018-05-24,no
cust_002245,2018-08-27,no
cust_002248,2019-03-31,no
cust_002253,2019-02-14,no
cust_002256,2018-06-28,no
cust_002259,2018-07-08,yes
cust_002271,2018-09-11,no
cust_002272,2018-11-16,no
cust_002273,2018-05-30,no
cust_002277,2018-05-25,no
cust_002278,2018-09-24,no
cust_002279,2019-03-09,no
cust_002282,2018-09-27,no
cust_002290,2018-07-02,no
cust_002294,2019-01-07,no
cust_002295,2019-02-16,no
cust_002298,2018-08-04,no
cust_002302,2018-10-09,no
cust_002305,2018-08-11,no
cust_002307,2018-07-14,no
cust_002321,2019-01-26,no
cust_002331,2019-01-03,no
cust_002335,2019-05-07,no
cust_002339,2018-05-27,no
cust_002347,2018-07-07,no
cust_002355,2019-04-21,no
cust_002358,2019-04-08,no
cust_002362,2019-01-23,no
cust_002372,2019-01-20,no
cust_002375,2019-01-06,no
cust_002380,2018-12-25,no
cust_002381,2018-08-24,no
cust_002382,2018-09-14,no
cust_002386,2018-10-17,no
cust_002387,2018-11-13,no
cust_002396,2018-12-20,no
cust_002399,2018-05-15,no
cust_002402,2019-01-23,no
cust_002406,2018-07-22,no
cust_002409,2018-06-11,no
cust_002410,2018-06-20,no
cust_002413,2018-08-22,yes
cust_002423,2019-01-02,no
cust_002425,2018-08-05,no
cust_002426,2018-08-06,no
cust_002427,2018-12-02,no
cust_002433,2019-04-26,no
cust_002434,2018-07-24,no
cust_002442,2019-02-02,yes
cust_002451,2019-01-03,no
cust_002459,2019-04-27,no
cust_002468,2018-05-30,no
cust_002474,2018-07-23,no
cust_002475,2019-03-12,no
cust_002480,2018-07-26,no
cust_002485,2019-02-27,no
cust_002495,2018-12-07,no
cust_002524,2019-05-01,no
cust_002526,2018-12-26,no
cust_002527,2018-10-16,no
cust_002529,2018-11-08,no
cust_002530,2019-02-02,no
cust_002531,2018-05-16,no
cust_002532,2019-03-09,no
cust_002539,2019-03-29,no
cust_002540,2019-02-04,no
cust_002558,2018-11-16,no
cust_002559,2019-03-26,no
cust_002560,2018-09-23,yes
cust_002566,2018-10-02,no
cust_002570,2018-06-30,no
cust_002574,2018-09-16,no
cust_002579,2018-09-08,no
cust_002582,2018-07-30,no
cust_002583,2019-01-31,no
cust_002589,2019-03-12,no
cust_002596,2018-05-26,no
cust_002602,2018-07-23,no
cust_002616,2019-01-25,no
cust_002619,2018-12-28,no
cust_002622,2019-04-23,no
cust_002623,2018-11-07,no
cust_002624,2018-08-24,no
cust_002629,2018-12-18,no
cust_002634,2019-03-25,no
cust_002637,2018-06-08,no
cust_002639,2018-09-30,no
cust_002647,2018-05-30,no
cust_002652,2019-03-23,no
cust_002656,2018-12-06,no
cust_002657,2019-03-12,no
cust_002663,2018-05-28,no
cust_002664,2019-01-12,no
cust_002674,2018-12-14,no
cust_002683,2018-10-07,no
cust_002688,2019-03-27,no
cust_002689,2018-10-23,no
cust_002692,2019-02-14,no
cust_002694,2018-10-10,no
cust_002696,2018-09-24,no
cust_002697,2018-10-03,no
cust_002703,2018-12-09,no
cust_002704,2019-04-23,no
cust_002708,2018-05-27,no
cust_002714,2018-10-04,no
cust_002717,2018-09-03,no
cust_002724,2018-07-20,no
cust_002725,2019-04-28,no
cust_002731,2018-05-30,no
cust_002732,2018-09-25,no
cust_002740,2018-10-21,no
cust_002742,2018-11-28,no
cust_002753,2019-02-18,no
cust_002758,2018-12-17,no
cust_002760,2019-02-09,no
cust_002762,2018-09-05,yes
cust_002764,2018-07-09,no
cust_002766,2018-12-26,no
cust_002767,2018-06-13,no
cust_002780,2018-12-19,no
cust_002787,2019-01-01,no
cust_002789,2019-04-27,no
cust_002790,2018-11-01,no
cust_002791,2018-06-13,no
cust_002796,2019-04-11,no
cust_002801,2018-05-14,no
cust_002802,2018-07-09,no
cust_002815,2018-12-20,no
cust_002816,2019-01-28,no
cust_002824,2018-05-28,no
cust_002831,2018-08-07,no
cust_002833,2018-10-11,no
cust_002837,2018-07-14,no
cust_002846,2018-12-28,no
cust_002849,2018-11-25,no
cust_002865,2018-10-03,no
cust_002866,2019-04-16,no
cust_002868,2018-06-28,no
cust_002869,2018-11-28,no
cust_002871,2018-12-24,no
cust_002874,2019-02-21,no
cust_002875,2019-05-10,no
cust_002877,2019-02-24,no
cust_002882,2019-02-09,no
cust_002884,2019-05-01,no
cust_002894,2019-01-30,no
cust_002899,2018-09-25,no
cust_002901,2018-08-24,no
cust_002902,2019-01-01,no
cust_002903,2018-10-09,no
cust_002907,2018-09-03,no
cust_002919,2018-05-26,no
cust_002926,2018-12-21,no
cust_002929,2018-07-22,no
cust_002930,2019-02-07,no
cust_002935,2018-11-03,no
cust_002936,2018-08-28,no
cust_002940,2018-10-26,yes
cust_002949,2018-05-27,no
cust_002952,2018-06-23,no
cust_002958,2018-08-25,no
cust_002963,2018-05-31,no
cust_002975,2019-01-10,no
cust_002978,2018-12-26,no
cust_002981,2018-06-13,no
cust_002991,2019-01-04,yes
cust_002998,2018-11-12,no
cust_003004,2019-02-13,no
cust_003007,2018-07-26,no
cust_003031,2018-10-15,no
cust_003036,2019-01-08,no
cust_003040,2018-06-11,no
cust_003042,2019-01-03,no
cust_003044,2018-06-30,no
cust_003045,2018-10-15,no
cust_003049,2019-04-23,no
cust_003050,2018-11-21,no
cust_003052,2019-04-30,no
cust_003061,2019-03-22,no
cust_003063,2018-07-22,no
cust_003065,2019-01-09,no
cust_003066,2018-10-29,no
cust_003067,2018-09-21,no
cust_003070,2018-08-01,no
cust_003076,2019-04-23,no
cust_003077,2018-10-22,no
cust_003080,2018-11-29,no
cust_003085,2018-11-30,no
cust_003102,2019-01-18,yes
cust_003106,2018-09-27,no
cust_003117,2018-12-17,no
cust_003126,2019-04-19,no
cust_003141,2018-05-11,no
cust_003146,2019-01-08,no
cust_003151,2019-03-15,no
cust_003157,2018-11-23,no
cust_003158,2019-02-15,no
cust_003159,2019-02-08,no
cust_003160,2019-04-24,no
cust_003163,2018-11-10,no
cust_003174,2019-01-24,no
cust_003175,2018-05-18,no
cust_003178,2018-05-13,no
cust_003179,2019-02-11,no
cust_003183,2018-10-06,no
cust_003190,2018-08-07,yes
cust_003192,2018-07-29,no
cust_003193,2018-12-26,no
cust_003194,2019-02-22,no
cust_003208,2018-08-27,no
cust_003218,2018-11-24,no
cust_003219,2018-05-13,no
cust_003221,2018-12-08,no
cust_003224,2018-11-04,no
cust_003226,2018-10-21,no
cust_003234,2019-03-31,no
cust_003236,2018-12-04,no
cust_003239,2019-02-28,no
cust_003242,2018-07-22,no
cust_003247,2018-05-28,no
cust_003249,2018-11-17,no
cust_003260,2018-08-01,no
cust_003263,2018-10-23,no
cust_003267,2019-01-11,no
cust_003268,2018-12-15,no
cust_003272,2018-10-15,no
cust_003284,2018-08-05,no
cust_003305,2018-06-20,no
cust_003310,2018-06-24,no
cust_003315,2018-07-04,no
cust_003323,2019-03-24,no
cust_003327,2018-06-07,yes
cust_003328,2018-11-06,no
cust_003332,2019-05-03,no
cust_003335,2018-12-18,no
cust_003336,2018-11-13,no
cust_003337,2018-08-01,no
cust_003340,2018-11-22,no
cust_003350,2018-12-03,no
cust_003354,2019-01-10,no
cust_003356,2018-07-04,no
cust_003359,2018-11-06,no
cust_003366,2018-08-14,no
cust_003373,2018-06-30,no
cust_003381,2018-06-06,no
cust_003391,2018-10-23,no
cust_003396,2018-05-24,no
cust_003397,2018-06-30,no
cust_003401,2018-09-09,yes
cust_003402,2019-03-25,no
cust_003405,2018-09-08,no
cust_003411,2018-07-04,yes
cust_003417,2018-10-31,no
cust_003418,2018-11-27,no
cust_003429,2018-09-30,no
cust_003432,2018-08-02,no
cust_003435,2019-03-06,no
cust_003439,2018-08-05,no
cust_003440,2018-05-10,no
cust_003442,2018-08-06,no
cust_003444,2018-06-28,no
cust_003454,2019-02-23,no
cust_003458,2018-09-09,no
cust_003464,2019-02-26,no
cust_003484,2019-04-03,no
cust_003485,2019-04-19,no
cust_003489,2019-01-20,no
cust_003490,2019-03-26,no
cust_003497,2018-09-24,no
cust_003503,2018-05-15,no
cust_003511,2019-01-06,no
cust_003530,2018-09-30,no
cust_003535,2018-09-19,no
cust_003537,2019-03-23,no
cust_003545,2018-11-11,no
cust_003552,2019-02-16,no
cust_003553,2018-05-26,no
cust_003560,2018-08-06,no
cust_003564,2018-05-27,no
cust_003573,2019-02-18,no
cust_003578,2018-06-08,no
cust_003589,2018-07-11,no
cust_003591,2018-08-31,no
cust_003592,2018-09-15,no
cust_003596,2019-02-23,no
cust_003598,2018-07-04,no
cust_003604,2019-04-06,no
cust_003605,2018-05-30,no
cust_003616,2018-06-05,no
cust_003617,2018-12-19,no
cust_003621,2018-10-07,no
cust_003625,2018-06-04,no
cust_003631,2018-09-30,no
cust_003641,2018-08-30,no
cust_003642,2018-09-16,no
cust_003644,2018-05-26,no
cust_003649,2019-01-10,no
cust_003653,2018-09-25,no
cust_003654,2019-01-17,no
cust_003661,2019-02-07,no
cust_003663,2018-08-18,no
cust_003665,2019-01-04,no
cust_003668,2018-08-05,no
cust_003670,2018-12-21,no
cust_003671,2019-01-16,no
cust_003675,2019-03-23,no
cust_003678,2018-11-10,no
cust_003687,2018-08-28,no
cust_003688,2018-10-14,no
cust_003691,2019-04-17,no
cust_003710,2019-01-09,no
cust_003715,2019-01-26,no
cust_003716,2018-09-21,no
cust_003724,2019-02-16,no
cust_003732,2018-12-28,no
cust_003734,2018-08-09,yes
cust_003736,2018-11-19,no
cust_003741,2018-06-18,no
cust_003745,2018-12-11,no
cust_003749,2018-07-19,no
cust_003760,2018-07-21,no
cust_003774,2018-11-10,no
cust_003780,2018-10-07,no
cust_003786,2018-09-28,no
cust_003787,2019-03-18,no
cust_003793,2018-09-20,no
cust_003794,2019-01-10,no
cust_003796,2018-11-08,no
cust_003809,2019-03-02,no
cust_003822,2018-07-01,no
cust_003824,2018-12-02,no
cust_003829,2019-05-07,no
cust_003830,2018-06-19,no
cust_003838,2019-01-17,no
cust_003861,2019-01-31,no
cust_003865,2019-04-20,no
cust_003868,2018-12-09,no
cust_003871,2019-04-30,no
cust_003872,2018-08-25,no
cust_003874,2018-11-06,no
cust_003888,2018-06-30,no
cust_003895,2018-10-19,no
cust_003896,2018-05-16,no
cust_003904,2019-02-16,no
cust_003910,2018-05-12,no
cust_003911,2018-08-28,no
cust_003912,2019-05-09,no
cust_003915,2018-07-18,no
cust_003917,2018-10-10,no
cust_003921,2019-03-13,no
cust_003922,2019-01-20,no
cust_003923,2019-01-10,no
cust_003928,2018-08-18,no
cust_003930,2019-03-30,no
cust_003932,2019-02-24,no
cust_003940,2018-07-25,no
cust_003948,2018-10-29,no
cust_003951,2018-12-19,no
cust_003954,2018-09-21,no
cust_003956,2018-10-25,no
cust_003960,2018-12-07,no
cust_003963,2018-10-31,no
cust_003975,2019-04-06,no
cust_003977,2018-10-26,no
cust_003980,2019-02-26,no
cust_003981,2018-07-14,no
cust_003982,2019-04-13,no
cust_003986,2019-02-21,no
cust_003989,2018-08-09,no
cust_004003,2019-02-04,no
cust_004011,2018-10-05,no
cust_004020,2018-12-17,no
cust_004022,2019-03-23,no
cust_004023,2018-09-30,no
cust_004024,2019-02-21,no
cust_004026,2019-03-25,no
cust_004030,2019-01-31,yes
cust_004032,2019-04-23,no
cust_004038,2018-12-13,no
cust_004048,2019-03-10,no
cust_004070,2018-10-31,no
cust_004081,2019-05-04,no
cust_004082,2018-07-19,no
cust_004094,2018-12-25,no
cust_004102,2019-03-10,no
cust_004117,2018-05-27,no
cust_004126,2018-12-25,no
cust_004129,2019-05-10,no
cust_004136,2018-12-02,yes
cust_004137,2018-07-22,no
cust_004145,2019-04-01,yes
cust_004151,2018-08-27,no
cust_004152,2018-08-21,no
cust_004155,2019-03-02,no
cust_004158,2019-02-14,no
cust_004160,2019-04-12,no
cust_004163,2018-06-12,no
cust_004164,2019-04-05,no
cust_004167,2019-01-30,no
cust_004169,2018-11-05,no
cust_004179,2018-10-19,no
cust_004187,2018-12-27,no
cust_004189,2018-08-16,no
cust_004196,2019-02-24,no
cust_004198,2018-08-28,no
cust_004205,2019-04-20,no
cust_004217,2018-11-25,no
cust_004218,2019-02-24,no
cust_004223,2018-12-30,no
cust_004226,2018-07-28,no
cust_004229,2018-12-10,no
cust_004230,2019-03-12,no
cust_004232,2018-08-02,no
cust_004235,2019-03-11,no
cust_004236,2018-06-10,no
cust_004237,2018-12-19,yes
cust_004250,2019-03-11,no
cust_004276,2019-03-03,no
cust_004279,2019-02-23,no
cust_004287,2019-02-09,no
cust_004296,2019-01-22,no
cust_004302,2019-01-04,no
cust_004307,2018-10-31,no
cust_004313,2018-10-22,no
cust_004317,2018-11-19,yes
cust_004319,2018-08-08,no
cust_004321,2019-01-05,no
cust_004325,2019-02-09,no
cust_004329,2018-05-15,no
cust_004333,2018-09-06,no
cust_004335,2018-05-11,yes
cust_004336,2018-06-10,no
cust_004339,2019-02-24,no
cust_004342,2019-03-03,no
cust_004349,2019-04-18,no
cust_004350,2018-07-10,no
cust_004353,2018-08-18,no
cust_004359,2019-03-12,no
cust_004360,2019-03-02,no
cust_004363,2018-09-06,no
cust_004374,2018-08-07,no
cust_004376,2019-01-13,no
cust_004377,2019-01-28,no
cust_004379,2018-08-15,no
cust_004380,2018-08-13,no
cust_004381,2019-01-29,no
cust_004386,2018-08-19,no
cust_004387,2018-07-16,no
cust_004396,2018-09-14,no
cust_004397,2018-09-02,no
cust_004401,2018-11-07,no
cust_004405,2018-11-16,no
cust_004422,2018-11-12,no
cust_004423,2018-10-04,no
cust_004425,2018-06-20,no
cust_004428,2019-04-23,no
cust_004435,2019-05-03,no
cust_004439,2018-12-28,no
cust_004445,2019-04-15,no
cust_004449,2018-09-23,no
cust_004457,2018-09-26,no
cust_004458,2018-07-21,no
cust_004461,2018-10-28,no
cust_004474,2018-06-01,no
cust_004485,2019-01-05,no
cust_004491,2019-01-10,no
cust_004492,2018-12-03,no
cust_004501,2019-04-17,no
cust_004504,2018-10-26,no
cust_004525,2018-05-21,no
cust_004533,2018-11-17,no
cust_004538,2019-05-02,no
cust_004541,2018-07-11,no
cust_004545,2018-11-03,no
cust_004548,2019-02-26,no
cust_004549,2018-11-17,no
cust_004550,2019-04-03,no
cust_004553,2018-09-12,no
cust_004563,2019-03-23,no
cust_004566,2018-12-29,no
cust_004568,2019-02-03,no
cust_004573,2019-01-05,no
cust_004574,2018-12-02,no
cust_004582,2018-05-25,no
cust_004586,2018-08-10,no
cust_004590,2018-07-05,no
cust_004599,2018-12-17,no
cust_004605,2018-12-25,no
cust_004611,2018-12-08,yes
cust_004613,2018-07-26,no
cust_004625,2019-02-08,no
cust_004632,2018-11-06,no
cust_004644,2018-07-16,no
cust_004647,2018-08-27,no
cust_004658,2019-05-06,no
cust_004660,2018-05-15,no
cust_004663,2018-08-03,no
cust_004682,2018-06-27,no
cust_004686,2019-01-17,no
cust_004690,2018-09-18,no
cust_004691,2019-01-27,no
cust_004731,2018-06-06,no
cust_004739,2018-09-25,no
cust_004740,2018-11-01,no
cust_004741,2018-10-26,no
